round,old_loss,beta,direction_gain,interaction,step,expected_loss,status,max_gain_sum,temp
0,4532683786.0,4.4436327405761735e-05,854366564.5,130742850.31783809,1.0000131495433484,3809052275.727825,ok,1708733129.0,0.01718812226667632
1,3807170718.0,6.260999139257247e-05,596381657.5003717,113446178.28569493,1.0001891787450317,3324165343.32315,ok,1192763315.0,0.04180152608897281
2,3324634442.0,9.687991289883704e-05,378006952.00023687,96108452.69001518,1.0000456167155591,3042727467.758059,ok,756013904.0,0.06851021159101389
3,3042068751.0,0.00017570776120930025,203685263.00012186,48782602.84779818,1.0000074872323321,2887165296.304887,ok,407370526.0,0.09842329963579388
4,2888192621.0,0.00020458859330854264,164590176.00000072,39903086.39636653,1.0000000000000921,2763505531.396358,ok,329180352.0,0.14751661739793231
5,2762907768.0,0.0001734239938498924,199251844.5,24628250.741382502,1.0000000004545393,2588284174.173204,ok,398503689.0,0.20183817380419766
6,2586788770.0,0.000185826103353644,178444978.5,16459253.05667211,1.0000000000000664,2424803044.5566626,ok,356889957.0,0.27644864583287365
7,2423086707.0,0.00017197427969056162,192860304.5,9702656.537290921,1.0000000001816434,2239929059.005784,ok,385720609.0,0.3448241497483897
8,2241484484.0,0.00017132217673372462,189056084.0,8119780.522279063,1.0000000000079161,2060548180.520911,ok,378112168.0,0.42439492642593013
9,2058476612.0,0.00016827716946910486,188763997.50000036,6719973.916661319,1.0000000001584133,1876432588.3888872,ok,377527995.0,0.49618036496517126
10,1875136296.0,0.00016756029167514408,187097658.0,6389364.001435561,1.0000000001214115,1694428001.9802713,ok,374195316.0,0.5763475636485014
11,1696046709.0,0.0001698769618706207,182410327.50000063,6594135.107385478,1.0000000033881642,1520230516.0340328,ok,364820655.0,0.6465998140223084
12,1520003287.0,0.00017395463307721563,176637399.0,6879876.3836262645,1.0000000050468352,1350245763.5616095,ok,353274798.0,0.7045606891389511
13,1348473499.0,0.00018089750195489541,165967210.0000679,7029718.6130314125,1.000000023897199,1189536003.982793,ok,331934420.0,0.7608749131387693
14,1189821302.0,0.0001883884115933557,158114494.5,7342546.3811988,1.0000000030678486,1039049353.4411792,ok,316228989.0,0.8122706593462095
