round,old_loss,beta,direction_gain,interaction,step,expected_loss,status
0,447616388.0,0.00014750597020298702,225451601.0,82697232.7065027,1.0000339382790921,304859981.56592494,ok
1,305147362.0,0.00023755171170128546,141154362.00007552,26588869.76127919,1.0000003937244373,190581835.12266162,ok
2,190393345.0,0.0002688262290639588,120430951.50000365,34550188.9672111,1.0000157470608917,104511774.1701073,ok
3,104804541.0,0.00034996935344761644,93511484.0,42507307.04860678,1.0000023728477674,53800343.88706733,ok
4,54049315.0,0.000342024765335832,89828094.5,119956713.37000152,0.3744187881462247,37232651.85791272,ok
5,37900133.0,0.0006298085727693065,48213693.00002732,29781962.64689284,0.8094445213646366,18386978.173185673,ok
6,18046390.0,0.0004851303124308967,50108998.50002247,126721665.12285398,0.19771283170657067,13092794.006290127,ok
7,13321754.0,0.0011643182273830416,6958193.5,2223620.6780830882,1.0000034386727565,8587172.543766651,ok
8,8561645.0,0.0015531277821875164,4810061.0,2305455.7359628915,1.000045895168435,6057030.600817892,ok
9,6099339.0,0.001109244463967103,6429751.0,15357397.06299652,0.20933726508551423,5426345.755239575,ok
10,5463668.0,0.0022653186314354613,2609188.5,1135256.822527538,1.0002790213663568,3989641.9133898225,ok
11,3995460.0,0.0025529788708785364,3346268.500001944,6560413.518011612,0.25503487629360294,3568752.4135284116,ok
12,3517604.0,0.0034550741202230228,3358163.0,18534787.821121246,0.0905908131349963,3365494.6415950707,ok
13,3339275.0,0.0036774262245820605,2014379.5000000028,1305696.4760465724,0.7713812271666699,2562347.7346553076,ok
14,2503624.0,0.002884649277020149,2677725.500000078,6676801.8521508435,0.20052455945936784,2235149.1368796844,ok
15,2231909.0,0.003602151391960399,2114927.5000010375,2417599.7307346887,0.4374023278366118,1769371.8941469402,ok
16,1760253.0,0.0038458889608106906,2008411.0000000107,5231128.4211384365,0.19196728108262784,1567478.400516778,ok
17,1593772.0,0.004832713495493357,1623514.0000000002,2440351.632158802,0.33263935791167015,1323749.6727396962,ok
18,1331178.0,0.0029523682767078614,2144586.5,9130177.97454302,0.11744494499338277,1205242.5782369743,ok
19,1204325.0,0.006499123484636261,1170259.0000000019,1628737.2285805536,0.35925346933338165,994115.1971156927,ok
20,1019790.0,0.004411063113282576,1567772.5000008047,5860659.039919037,0.13375394211829655,914942.1238901176,ok
21,917704.0,0.006291107215194634,1035027.5,1895667.0747096695,0.27299822680058927,776423.6639050766,ok
22,783074.0,0.005433873393414777,984582.5,3932400.892798741,0.12518846969583253,721444.8117678515,ok
23,712490.0,0.007990662052400876,870940.5,1338559.221987199,0.32532759316656107,570819.5116718593,ok
24,566470.0,0.0059173108976196135,1431234.0000007865,8064848.472890392,0.08873285126260042,502971.26317797677,ok
25,506021.0,0.010567137715839591,722869.0000003325,2391128.93713486,0.15115642422580966,451387.8533881315,ok
26,455512.0,0.009279000692248691,804709.000000377,5744328.144441201,0.0700437875210085,427329.5668938652,ok
27,431041.0,0.011230286423844821,643640.0000003395,5566847.949037207,0.05781009342204665,412436.5557349071,ok
28,411531.0,0.011794283030082195,560964.0,2615183.513755375,0.1072513643974571,381448.92281107244,ok
29,385110.0,0.013818245878424356,385334.50000018656,1516514.7424899589,0.12704607782694796,360632.3815617841,ok
30,369067.0,0.010408995735902126,581727.5000000005,3228391.962852179,0.09009555015216665,342861.4704244277,ok
31,341096.0,0.014864772244182457,498772.5,5167883.071757184,0.048256945162500293,329061.3814094684,ok
32,332729.0,0.01207520239702745,1003536.0000007224,34104243.57381109,0.014712773174821935,325346.6012296106,ok
33,326720.0,0.01600110112789547,368424.0000001295,368068.9743689621,0.500482281387308,234525.1579810488,ok
34,236055.0,0.006488949485121285,1340812.5000007364,16852138.270915758,0.039781672760031174,209385.11794620572,ok
35,210095.0,0.014666797684631326,547547.0000002922,5087109.518975826,0.05381710359859997,195361.30318794082,ok
36,196339.0,0.019309367919801833,306765.5,1164885.0792106183,0.13167200158829356,176142.78629838317,ok
37,178659.0,0.016869577537204503,430586.000000201,6367883.237308394,0.03380919404092301,171380.11718734415,ok
38,171555.0,0.02353109290637787,276006.50000000006,1229917.3071445334,0.11220530778642228,156070.3028582234,ok
39,153617.0,0.018240024029630354,372253.50000022055,4788665.816068404,0.03886818524181841,146382.59100253807,ok
40,146583.0,0.028567949201086556,255917.00000000006,1200609.2508337751,0.10657797273437462,132945.4424758685,ok
41,130080.0,0.013290733812902616,580107.0,11407711.172651662,0.02542609079158327,122705.0733745835,ok
42,122102.0,0.028392290144047396,237110.50000000212,1210923.4486341365,0.09790482638165583,110494.8688321161,ok
43,114922.0,0.018052241736379072,408743.0000002564,8264239.688250625,0.02472961914339026,109867.97064123345,ok
44,110693.0,0.029575847597049513,225212.50000010844,2002847.7175332266,0.05622307128708907,104361.93077887518,ok
45,105439.0,0.014312466831079432,375010.5000000001,9531585.865024008,0.019671988759818803,101750.39882959297,ok
46,101909.0,0.030595384143318433,163467.0000000001,896079.2758610012,0.09121235386396599,94453.89507545953,ok
47,99749.0,0.012868141857785058,422176.0,5171743.037314079,0.04081563961647012,91133.30826463856,ok
48,92487.0,0.015390979142195145,357341.0000001513,7796598.447593303,0.022916468149674765,88392.50317746181,ok
49,88218.0,0.04004680894004164,176904.5,1849285.5836568451,0.047830497778007484,83987.28485291524,ok
50,83581.0,0.022827098345189565,307202.0,6856215.496433373,0.02240317564112502,80139.84981834755,ok
51,80745.0,0.04985108961933682,110487.0,1488691.4616024909,0.03710876392112409,78694.98200032339,ok
