round,beta_used,J_used,beta_best,J_best
0,0.0003635854704823574,101612645.63336915,0.0030179245266349847,140284531.94670555
50,0.004354267501157839,863041.8107950389,0.02997623974924738,1815310.5485705652
100,0.013001774260407755,255634.2313902788,0.021901980834523455,244221.16538880908
150,0.02426435011192411,111819.86359145306,0.020125112832885428,107370.34723607183
200,0.025323981607576086,8856.039387494326,0.012216615236565068,17301.819181179253
250,0.02502374578825752,4305.066549407318,0.013047997746957767,5617.364967612833
300,0.03336967907804271,3716.9181031491607,0.014823077532182177,4214.613322016812
350,0.02008971301421035,3868.793052298948,0.016249987258980123,3796.1301285797385
400,0.047772225170528856,1572.3427369762212,0.022699234931365796,2125.1582882279886
450,0.07238518335285217,8413.878734247759,0.04181318955507846,12881.330598213795
500,0.08115022499907798,4745.337593471631,0.055602680006478444,7743.816023784994
550,0.09898134028752092,3643.2682406567037,0.05523278813616635,6403.629712964836
600,0.06093569350969855,614.3642870616168,0.04238628446878827,721.3590051723527
650,0.11950799212311235,5297.0728762336075,0.07359120795264938,7841.207562220489
700,0.09479463169567044,1582.5569820608944,0.05013479575436181,2411.629292476232
750,0.04574608074724067,621.5846162103117,0.6405261420655358,641.1561706711855
800,0.1435817542957411,3004.2509083002806,0.11493813596153273,4553.581913079273
850,0.05872636317383597,437.4714839197695,0.31902290195352173,438.94258645461036
900,0.03408300804647606,2032.953593544662,0.1389092267749003,2034.5505731177916
950,0.15167936493431144,1066.8165228981525,0.10134081212743797,1550.8460569528065
1000,0.17257205134496234,750.6610557232052,0.07014471936678701,2152.214216194926
1050,0.06725597266325203,308.77050323039293,0.08184773996794296,294.3461413933647
1100,0.13916015150769165,276.58204696699977,0.05312231926231128,678.1977801514746
1150,0.19452986063210073,978.6330919377506,0.09343876044943795,1932.332454676049
1200,0.055714968218339954,626.6294573545456,0.10137617087521808,671.5544442502365
1250,0.09355202668589842,346.3767133690417,0.10582220253354524,334.50881738052664
1300,0.18150091930930415,435.06504433602095,0.08387356447128655,1217.7888924303843
1350,0.2072092241741544,287.6800367552787,0.07544092186282751,493.74302812775795
1400,0.09165996492187242,557.5660159625113,0.08082256531123005,563.1262508285124
1450,0.17311928868356632,185.62745606712997,0.06750066470782594,243.4315894969819
1500,0.058693574703243066,555.7026362987235,0.26999039659345536,659.0231419308129
1550,0.22215063766739973,335.69669585675,0.12331256744313158,508.7094512471957
1600,0.2421424093487099,496.9194023562595,0.12202899881192321,1153.0089330057328
1650,0.11709793181318572,164.492053700611,0.07370433577681978,176.76903297553233
1700,0.18169996706255645,66.07409858237952,0.11580295270138684,75.42876940726141
1750,0.2324933104124798,89.18357091024518,0.15885207190037282,132.11387690303724
1800,0.3105771843395259,171.54747531097382,0.14358339563193961,260.40242090270056
1850,0.15847452834609158,107.64533879235387,0.16802572735412608,106.61080586096466
1900,0.21408423957671432,262.5989472558722,0.1044343790038208,279.9655291261248
1950,0.28963938618370283,172.8940827846527,0.146709846745263,325.8328826019791
