round,beta_used,J_used,beta_best,J_best
0,6.458478121563971e-05,411485962.0108328,0.000292352867647942,749746723.3576417
50,0.0006357700375687456,8025411.573207974,0.0038243780159529952,14126707.217899965
100,0.002536101934804413,1624747.0586073995,0.019971561959345234,3132334.28381638
150,0.005062142115142587,613032.2426815629,0.026163766208447244,1051354.7155756254
200,0.006864868750140162,171380.1271854043,0.02069978499349003,195923.8592191912
250,0.00866296575828181,121596.96560412645,0.006844395091801805,148012.71986827804
300,0.012693266666411367,165041.88440608978,0.021482267089596024,156802.3846468194
350,0.014665174843845675,109997.13585489988,0.016273555011050028,116453.0404926359
400,0.015920011741956237,88753.1841122508,0.01928996615654838,100874.86006562067
450,0.01524491942228971,901.7668763399124,0.006135638317270519,2387.1896100486047
500,0.015964842840399705,8850.085735976696,0.009742507778929153,11990.220506782112
550,0.02146314558518894,14714.851585268974,0.017337145050697427,15623.48589183824
600,0.02433474237620115,34857.009283840656,0.04560717234069808,35268.78637966464
650,0.028067174856331888,23633.725405871868,0.023951606387993155,28402.97220600654
700,0.0301788186238713,17708.779032945633,0.02267653420354232,26875.337361779413
750,0.026560561930483156,4821.61205637455,0.01436401338665858,7479.562195072829
800,0.0322605676118607,18070.68969285488,0.04116002669447968,15536.870455731956
850,0.03241840738088892,2384.649780511856,0.013615238837977236,3910.5835965054175
