round,old_loss,beta,direction_gain,interaction,step,expected_loss,status,max_gain_sum,temp
0,447722986.40587693,0.00014631267535792058,230097805.1318011,85522721.82609805,1.000061243720199,303144286.8346484,ok,460195610.2633465,-0.19917652241186667
1,302993052.2416542,0.0002399354989182601,141339830.4084231,26470577.815904908,1.0000001145621573,188123789.5219935,ok,282679660.81684613,-0.11172806765874155
2,187293907.76908314,0.0002725968338373587,118037468.98031355,31061515.325137794,1.0000012753911234,100317882.8011796,ok,236074937.96050763,-0.06939628028743439
3,100685307.52859984,0.0003525897779943922,86190031.55244231,35543644.42653074,1.0000016697238556,50038895.18537759,ok,172380063.10488462,-0.00995495607745589
4,50198840.39306661,0.000388019844562568,78696794.32874206,110079998.8264168,0.35745273967906577,36133648.0246822,ok,157393588.65748408,-0.061116280973660064
5,36237882.255325876,0.0006552184604691715,45079408.802,28643221.195257857,0.7869123464623333,18501110.57656758,ok,90158817.60394973,-0.028603457406374933
6,18667929.53370185,0.0004928732951411782,47935781.88548073,121698391.28309588,0.19694501044788706,13947573.00157003,ok,95871563.77096075,-0.060661408048887644
7,14129730.318211565,0.001072860093075086,6409788.254036855,1863580.5025931778,1.0000820834075375,9583302.38013837,ok,12819576.508073656,-0.04261614052656837
8,9664026.886169948,0.0015714067118099203,3888150.7739762077,1254158.6154128078,1.0000554108286244,7029958.273737276,ok,7776301.547952415,-0.08270514300483445
9,6989545.026728323,0.002087531136209679,3444134.474131613,2702713.2125459397,0.6371624000178804,5892308.532967313,ok,6888268.948259648,-0.11386432049426354
10,5851052.381073215,0.002239056091384117,3392539.8001173725,7191672.933713031,0.23586582922965452,5450960.27449857,ok,6785079.600231133,-0.10195522046442917
11,5470941.79817607,0.0027373928373894416,2579567.8631035304,993983.3112939976,1.0000005566880614,3885356.917029497,ok,5159135.726207059,-0.10983952343528003
12,3845234.1708953027,0.0023139998652215114,3721790.6463335156,14140393.437146747,0.1316013823404796,3600337.773975624,ok,7443581.29266703,-0.11782664802276432
13,3616343.359650107,0.004141983948397757,1680025.5014989066,1507137.405462603,0.5573564478625747,3148156.8367331214,ok,3360051.002996323,-0.11686319521278143
14,3172609.150130001,0.0026255085610798934,2805626.888845173,10467481.433158817,0.13401632984786233,2984609.2408472477,ok,5611253.777690345,-0.1175264809158314
15,2980390.1911276686,0.00535331630895264,877569.8190474103,502414.4530269325,0.8733524819601151,2597176.301348496,ok,1755139.6380948203,-0.1195800573705843
16,2554544.518622022,0.003627745634596907,2144288.4316243203,8511994.854297908,0.12595686841502368,2419500.590709041,ok,4288576.86324864,-0.12028866881801648
17,2426953.342385804,0.005331934111063282,1323835.1684290927,1431489.0179425834,0.46239794781373283,2120884.0098231738,ok,2647670.3368569794,-0.12184296550719287
18,2115510.7705234922,0.004211555938689684,2002796.850950997,10107693.674221857,0.09907289019149974,2016299.3342784173,ok,4005593.701901993,-0.12284649506795553
19,2024791.5405485306,0.008270322790316989,882708.6579568351,1487630.668572275,0.2966827306686269,1893849.333034794,ok,1765417.315913664,-0.12297388567173684
20,1905624.5382246645,0.00600469752813729,1323849.2106065063,10984838.499084493,0.06025801884646914,1865738.2728833596,ok,2647698.421213012,-0.12534506541764934
21,1870696.3842514863,0.00793740266903764,895327.2809258063,3003232.5162216877,0.1490605998852532,1803967.3734572697,ok,1790654.5618516125,-0.1276709431829386
22,1814464.8414045696,0.004610516983362272,1005844.986748396,2862814.064918986,0.17567417302332908,1726114.3482862266,ok,2011689.973496792,-0.1265952222995974
23,1727492.1003770598,0.006740664881546647,921417.2658154793,3168607.7700527767,0.14539781075524727,1660506.0737562317,ok,1842834.5316309554,-0.1283947638488807
24,1657375.1480332771,0.007848619619792656,624952.8968741398,2084684.3976662182,0.14989148898839744,1610537.5879032384,ok,1249905.7937477485,-0.1273386801727332
25,1604561.4787309389,0.011724987587388604,508241.48126829334,435861.61318898626,0.5830307899217586,1456401.26258351,ok,1016482.9625362635,-0.12921947397615074
26,1447818.0696199606,0.006372134115401045,1680343.1551766852,25045988.144046042,0.033545155925024626,1419634.3830459856,ok,3360686.3103533704,-0.13335007010549926
