round,beta_used,J_used,beta_best,J_best
0,4.8326480452356025e-05,869808790.4970584,0.000292352867647942,1214964770.6071298
50,0.0014575680529325529,634981.7267445326,0.014088127941755593,1027258.6063908316
100,0.0023893027220449757,189369.24872612953,0.007835686538846158,245921.98317697158
150,0.0038109181510195067,136543.91215372086,0.003038357458322878,137379.79538709848
200,0.008202112301573843,295373.45550334454,0.011083592192354226,288677.29138252494
250,0.0036514414803381625,70827.0447731018,0.003235490336899406,70933.87667302124
300,0.004687922003725027,48824.24062550068,0.004112738357394843,49865.55226126795
350,0.007723094584134148,21214.74531495571,0.004155205171187041,28401.87333425418
400,0.013453909905467527,31345.271665215492,0.0083873176207616,38078.16217391426
450,0.011959428957665167,36412.48699897528,0.01736950477291778,35994.21949216254
500,0.006992941571089485,15026.228913009167,0.016793927091814435,16435.281014948683
550,0.014677561954306605,3488.055603682995,0.0063622830101384845,7038.051656489594
600,0.011766394221456838,17578.99750596285,0.009708003854314216,17849.30613558482
650,0.009699508942277378,4388.331335008144,0.044126831058495235,6614.400370552753
700,0.0235031241623046,3095.496193289757,0.011041248535116177,9967.32718064474
750,0.01450238334632426,1720.8206130862236,0.008326194673943597,2523.572453099622
800,0.10022298983618175,65.37516677379608,0.016611693502503494,1359.6582226744638
850,0.023262954807920937,8139.53500521183,0.009017792118572608,13533.758828759883
