round,old_loss,beta,direction_gain,interaction,step,expected_loss,status
0,4920590974.905018,4.1833233793455215e-05,907029903.2702615,148929669.16591159,1.0000033148691474,4162488721.481593,ok
1,4161158545.3038864,6.0586672740413905e-05,620337946.6901351,121887471.80218899,1.0001625084187091,3662646878.976689,ok
2,3660510829.530841,9.624346678335338e-05,378269275.74032956,97936654.72468941,1.0000085000877426,3380176658.1405597,ok
3,3378438800.1178217,0.00017615621788566493,202559556.63280287,45596710.33482597,1.0000032882905203,3221475587.6161284,ok
4,3220913131.5747757,0.00020242296192375726,165888595.60627413,40464025.90780942,1.0000000021610518,3095488561.692707,ok
5,3094817099.6157923,0.00017454813290372834,198247618.3125453,22658217.54832574,1.0000000317145221,2919227694.0014334,ok
6,2917750141.327612,0.0001861072297142869,177057054.54573938,17402356.445493326,1.0000000000487377,2758095443.2204328,ok
7,2759853066.9512167,0.00017194109143695618,191864908.55750436,9613540.775200369,1.0000000066408945,2577601698.0224433,ok
8,2577350390.4281836,0.0001712040045756893,188385159.6955092,7634941.722068448,1.0000000016681971,2396600172.165952,ok
9,2397781265.402603,0.00016765272343396284,189974589.00296018,6737542.377721622,1.0000000003948404,2214544218.7076755,ok
10,2214174162.5422287,0.00016968379666109775,185959924.3117866,6239588.37240542,1.0000000000010887,2034453826.6026587,ok
11,2035133905.521308,0.00017099530749344952,180539053.98423004,6617771.366232957,1.0000000038090378,1861212622.2660456,ok
12,1859640439.7266471,0.00017532571297710047,176044111.96465245,6741827.364667176,1.0000000013017982,1690338154.915041,ok
13,1690595624.2799459,0.0001819961781644813,166534802.62440246,6962166.553155667,1.0000000010388206,1531022988.0501642,ok
14,1532406396.7590015,0.00018905196121111632,158126882.41350827,7214296.916809996,1.0000000087644736,1381493810.0028632,ok
15,1383217332.7968936,0.0002018940680499686,148068502.1841478,7544185.661296126,1.0000000001207578,1242693016.2579834,ok
16,1244563450.8868184,0.00021722492761746843,135562374.5854554,7338818.40230663,1.0000000000233706,1116339894.7008445,ok
17,1115500000.0537367,0.00023755301472153356,122487040.76848349,7088094.999842271,1.0000000006031484,1000101054.2197679,ok
18,1000032800.3519921,0.00026049614581818926,111221897.46224141,6991236.269122636,1.0000000079198221,895802138.3887544,ok
19,895164550.3383019,0.0002925761070963286,97976244.51465149,7142835.510477583,1.0000000065155301,804331140.7888395,ok
20,804754618.8027799,0.0003321426782809001,85275452.86893186,7284633.963316439,1.0000000149820758,726763798.8378391,ok
21,727062850.7976149,0.0003678374090601058,76510157.39292566,12238637.663433166,1.0000000049677864,662791330.8096342,ok
22,662976638.3661153,0.0003435787716231721,85303738.10896322,197935243.9705139,0.21548395424129413,653785844.9664738,ok
23,653869139.7597661,0.0003534528357312464,75828979.53399722,99678198.09292649,0.3803689321475521,639447645.7741736,ok
24,640116872.8031831,0.0002521127641044477,97041511.72900556,363628812.2020856,0.13343484959474972,633642513.0421796,ok
25,633854822.9941949,0.0003411799870544978,21862272.362910073,1398306.4191718493,1.0000198556575557,613390478.4898014,ok
26,613531153.8822095,0.0003746907482485642,19928058.151948877,1051497.713828687,1.0000186346001245,594654261.2815384,ok
27,594836614.8318838,0.0004161128419119369,17885520.108874787,696713.3247637221,1.0000005848611297,577647798.4021885,ok
28,577408689.8645854,0.0004577567051954571,16339203.51271537,500338.0688887979,1.000161395762856,561567348.860465,ok
29,561509780.5125856,0.0004904861226445167,14516518.984972198,461849.3245309949,1.0000008983070559,547455098.6416184,ok
30,547411599.957887,0.0005306851030730323,13085953.44745191,441837.4766144077,1.000001965041078,534767460.0090727,ok
31,534681227.21455705,0.0005806554915957381,11943460.1499756,345039.5729511381,1.0000216963276565,523082562.48065346,ok
32,523124359.11550695,0.0006255848789806919,10563137.194611624,232914.07944039762,1.0000001472091176,512794134.5139198,ok
33,512905917.8096379,0.0006516141490759627,10232533.144559756,266894.1912570935,1.0000002338012388,502940276.58875674,ok
34,503107825.81204796,0.0006911542196026214,9150258.1725502,239474.67830698023,1.0000057665432545,494196992.31433535,ok
35,493854541.7675331,0.0007566446163414978,8713439.021514688,231857.38315647288,1.0000011755374019,485372950.4313158,ok
36,485390747.72027165,0.0007649253676183278,8264994.970362384,199255.97744915224,1.000000063936955,477325008.22439945,ok
37,477468228.7035242,0.000811335330824768,6870456.003891914,187429.6562719343,1.0000000288325275,470785202.16861975,ok
38,470887855.43901706,0.0008587857165548337,7099279.218296895,268168.4239393118,1.0000000891268936,464056744.05972487,ok
39,464120750.0236433,0.000877726321527539,6965603.192739512,176115.14054080096,1.000001668200192,457331250.9390151,ok
40,457195228.2203336,0.0009306420140936854,6219912.637147045,149122.9366018662,1.0000007902588957,451124433.8401387,ok
41,451133055.1240079,0.0009794068961004733,6159493.635893626,159303.6769224679,1.0000000286213957,445132864.9978624,ok
42,445208898.86985785,0.000992594878194055,5701478.974325882,140663.84533826393,1.0000009116260453,439648078.7997193,ok
43,439550562.17395806,0.0010359422517375917,5210728.568133346,146220.8859283381,1.0000000111256486,434486054.43703395,ok
44,434410080.4728216,0.0010787587363206186,5212399.395010402,185955.3386659578,1.0000002433842439,429383635.23837847,ok
45,429412824.2271252,0.0011381522460839244,5056117.1236486435,221223.29294133058,1.0000008721673719,424577926.37252516,ok
46,424441715.8768614,0.001145093504563044,4812763.594845881,217949.72030756326,1.0000012875072317,419846896.3670792,ok
47,419929142.01599824,0.0012011864103932727,3899975.921959469,180589.966036309,1.0000022885990052,416209747.96119106,ok
48,416119728.3910904,0.0012261548288220704,4354451.5295321625,251711.90935070248,1.0000022839791964,412016979.9752431,ok
49,412021179.7700696,0.0012241051784298064,4167957.567177198,325458.2394239285,1.0000357164038154,408178554.8266718,ok
50,408322373.01701814,0.0012425371767604912,4266381.593623906,702173.0825551458,1.0000005702945145,404758162.8737465,ok
51,404686021.9205097,0.0012140158132815414,4153772.9700947255,1560635.8273273394,1.0000002804461179,402092884.4881815,ok
52,402118240.1299366,0.000838306979987117,6351169.257153973,15077600.969933929,0.21061604129923475,401449411.066655,ok
53,401364888.4867159,0.001413679247714049,3535429.4931844804,137343.04811398656,1.000000004406163,397966802.027278,ok
54,397952076.68694055,0.001435924077153331,3370356.0253307214,147344.2126133372,1.000002817827483,394729056.20752364,ok
55,394695922.21170366,0.0014374266926843043,3473388.125205438,265841.9174058261,1.000001643174196,391488371.17017215,ok
56,391411560.0949065,0.0014915911909536919,3420518.1264033923,559748.3309731341,1.0000019335853922,388550785.85025686,ok
57,388601256.2672648,0.001376142439832777,3569053.812403097,2401482.9019908966,0.7430937379242324,387275185.4981091,ok
58,387089717.0530164,0.0009812168421630143,4665378.541088844,9295908.02520152,0.25093721497893723,386504358.5040547,ok
59,386511544.985496,0.0015926993976572118,3143530.6758282064,797757.9200876459,1.0000069437287848,384165761.4807987,ok
60,384160787.22595096,0.000790350464976703,5957291.715188943,20930340.720210876,0.1423123444291671,383736889.15073246,ok
61,383741625.0351997,0.0017263405503344274,2811406.092928053,664486.1653433718,1.0000000551412085,381594705.0258718,ok
62,381596949.80254626,0.0012525322685111183,3964796.5285833115,7376853.105232078,0.2687322407010691,381064215.47502124,ok
63,380945052.815819,0.0017516399147786683,2679215.134005287,285475.2807509183,1.0000000076507682,378551312.9464348,ok
64,378541959.9841379,0.00149727957954727,3122840.13877278,2645531.4158566557,0.5902103675759159,377620393.67104495,ok
65,377572682.7521704,0.001127406018278777,3961919.925493772,7994880.2414518725,0.24777856614737023,377081843.3330056,ok
66,377045211.41527486,0.0018239194708366574,2675193.525916842,489770.5384165712,1.0000003449584516,374859787.842845,ok
67,374849885.2641277,0.0013937321285745865,3368958.657415986,4834965.767392803,0.3483952957988218,374263020.59013546,ok
68,374151520.0913234,0.00190344810290294,2650543.4832995255,2162803.468197245,0.6127564344782619,373339451.3041953,ok
69,373508256.0730146,0.000522750406259753,4713270.698667501,8752725.012336863,0.2692459029630316,372873741.66042864,ok
70,372914493.5435133,0.001877571879830972,2215490.7546986425,73631.1474006128,1.0000008176120232,370772632.2452069,ok
71,370697957.948471,0.0018630555518742138,2581192.797043815,469652.4623628296,1.000000043925545,368586417.5416692,ok
72,368536435.02692765,0.001458405395852607,3080913.105231879,2971530.1520882943,0.5184051561897687,367737854.4071652,ok
73,367684016.2827762,0.0015210202517087024,3177140.5985869775,7267167.944065437,0.21859551224363236,367336761.9444671,ok
74,367501705.1942991,0.0017176193412108268,2342541.8808782306,1622288.4328500382,0.7219868654191322,366656062.95945495,ok
75,366588216.5514958,0.0011870518838364452,4063941.6508862106,14853647.952227047,0.1367994469761515,366310244.0663035,ok
76,366314912.4028805,0.0020560521835240224,2215311.8925929097,170464.7424468692,1.0000000215829388,364270065.2122798,ok
77,364252354.9610189,0.0019341367387637222,2291352.4736200618,300434.87405691325,1.000042015928493,362261366.33478487,ok
78,362324574.7885518,0.0019320104100333736,2556018.6781882565,859704.0651189301,1.000012706270245,360628249.54542154,ok
79,360661018.6819794,0.0013080980412062675,3983656.4487736207,12249607.533231433,0.1626034319045133,360337140.5769298,ok
80,360345273.6765142,0.002118402093058876,2092239.1991749324,589404.282780356,1.000000031959753,358842438.73092663,ok
