round,beta_used,J_used,beta_best,J_best
0,4.611423248936853e-05,801127621.0109711,0.00027361352651902453,1292957858.9667625
50,0.0018449968091941169,2934670.237241566,0.004576522284526498,4016638.0664505316
100,0.0016787122878476441,200779.81714588404,0.0011745463537779317,227573.31854568832
150,0.0052661760381201095,214775.35180574656,0.004508257869063762,233986.4271415919
200,0.00653868921844946,252915.70220577717,0.007745756487672069,249490.25958890663
250,0.004663962032132182,59516.40675646067,0.006804130073914474,61956.99629779778
300,0.012902451721905179,25200.701678156853,0.0053063442027732185,38694.3680599971
350,0.010523643332829909,203439.4670713544,0.016927841601879247,252102.30374091235
400,0.009929443993520595,15844.323581814766,0.003702152007748999,23745.865331621277
450,0.012938765851792258,5362.194532871246,0.010091047457570083,5540.461264607214
500,0.023870877871616618,5454.537966072559,0.046922959623321214,5783.154240060314
550,0.025367282838262402,1875.437290430069,0.039577050643735456,2260.8820477884783
