round,beta_used,J_used,beta_best,J_best
0,0.00022151585364569502,92897505.6042381,0.00028918759513397015,114202446.52257845
50,0.05527287116166904,3174.235205602832,0.024349823440127816,21396.298222052512
100,0.24450256971099626,317.1595316210296,0.04782327901299584,4429.3311342123
150,0.22840561975403362,97.86654231499415,0.0559590572903967,2438.6569342584835
200,0.28756058231160336,30.97567737242207,0.0629555275357274,2568.1391448237655
250,0.6520023837531119,59.024427585536614,0.10414243525220937,1314.5374450062
300,0.44376847561627314,13.020357872126624,0.07324015376971027,694.1563623542412
350,0.7453030952445145,8.984902512282133,0.17005711636397675,643.4674469143131
400,0.6026254151305687,4.283957972191274,0.11604237751045329,102.35130821442571
450,1.6100645106140081,5.408014197018929,0.3962451054065817,59.36492828615731
