round,beta_used,J_used,beta_best,J_best
0,0.00022577301360985686,142046591.31319594,0.00029179937722124906,148992694.39887598
50,0.044828636603188754,6812.56334588083,0.016042156139371377,17398.89663971558
100,0.029511002472904533,2183.057780968491,0.011448378507701681,2973.187341993488
150,0.2617277478939915,167.70550930360332,0.039321732150509485,942.0818895386466
200,0.33354540943116917,326.1223081444623,0.11257680201889712,1661.0685182610064
250,0.5413068920799702,5.798236174043268,0.17220201613979808,74.42571492345225
300,0.8414379080682804,18.54819737339858,0.2567389617800318,214.10064334838506
350,0.9900624681536283,12.993208429019433,0.28881724592106095,286.9611362305534
400,0.4996848846565801,2.161908638139721,0.20936800604569292,2.948528926672292
450,1.455580009592253,12.403630836226512,0.452325854666436,93.15475084433479
