round,beta_used,J_used,beta_best,J_best
0,0.00035642626407789,117301687.09936363,0.0030179245266349847,140361947.53026482
50,0.002957377934925429,167802.442438405,0.07959983792982224,215044.04715938627
100,0.006098593922685082,45309.69499345124,0.07817760855985188,54713.39688431221
150,0.008122317717951454,20899.56670962833,0.3051594419434836,27238.46057588823
200,0.010725583542022014,12849.910287434235,0.010139550155176171,12869.340841467141
250,0.04164798762101323,69407.03665530309,0.04532905788305492,69140.48744071422
300,0.008319677018162356,14957.340743862092,0.006667817214065237,14295.916533462016
350,0.043746461987950236,3400.61997901462,0.03564659342928287,3845.207916371547
400,0.04772930137675653,8379.991946000606,0.023769435593939243,9330.625563301195
450,0.035999777357689104,2800.3234640434384,0.026210525387947988,2913.9926011360762
500,0.07073740302008073,3151.9362169150263,0.034414254272213916,5927.100669654943
550,0.023044730565486494,4837.024623809382,0.06727436716900545,5620.671066198855
600,0.03608060794638701,2962.9925522729754,0.15870626442550026,3113.147672737646
650,0.06842385736889942,1276.5896910093725,0.17958109567850622,1449.8522349841296
700,0.060218954548536235,812.999724233523,0.07034095622909874,792.4740186425768
750,0.03326404368335872,3860.065476540476,0.028490841215432418,3831.551986548268
800,0.03933906084434098,762.659604953602,0.04066120273988079,759.8975466814134
850,0.03941619388280641,838.9621635638177,0.09228338359357181,852.1471140445859
900,0.13398015106601943,1369.4872978441417,0.08800285429918055,2187.9894607957613
950,0.13401319064005973,2170.927016125992,0.05479863753178676,4126.953648408213
1000,0.15030595868880767,3529.8741786386818,0.06454080614382902,4146.89436934298
1050,0.0670600648816678,945.4392179902643,0.07300285801014757,939.2585982452167
1100,0.055004826890910054,644.476974695921,0.07806591627734626,626.7859567829065
1150,0.1426947049144041,223.47808037139475,0.06334156970078646,447.27447806644005
1200,0.07393234978771131,247.81261465884745,0.05877324280155097,249.54792227318217
1250,0.0998322798539997,361.8600139338523,0.10845022336484512,357.8803521417766
1300,0.09936016590200888,581.4487885441631,0.08755352429806862,583.3285521506767
1350,0.10775315666419254,1083.1561735905707,0.060586058135950915,1170.454926299521
1400,0.1968572437976048,1578.3942407108843,0.1235933317959214,3257.095307489684
1450,0.1397508748155198,132.06329435668886,0.0586128530777287,158.9845299054306
1500,0.0665426650238252,556.2559316959232,0.07417449171833465,556.3070492310628
1550,0.09160660699292619,287.56137398816645,0.4091305302660641,315.4572649881419
1600,0.1651916097456196,271.92944080382586,0.12638193999201353,308.6394831575279
1650,0.16521327938236974,138.8289778418839,0.12319152833949717,164.64846295832336
1700,0.21977846249899285,720.1114435587078,0.10424106782412404,1424.0469781893207
1750,0.19946253615585657,402.50070529431105,0.10121431640031112,574.4800659152578
1800,0.11731024128546451,232.4814520124346,0.08143662078857042,236.81312666133783
1850,0.11656813838982087,204.80122445710003,0.5875239121269957,246.21578899276363
1900,0.24477555740322954,121.10677978210151,0.12424342376649365,288.27378063098416
1950,0.2651704929734514,369.2952986769378,0.16768545686512065,816.7809451214625
2000,0.12879024441352002,174.87136674113572,0.08558923803557576,191.33173156900352
2050,0.13881994078694915,166.89015756826848,0.09900384960823244,167.4350706987018
2100,0.19151294124746762,76.02868451178074,0.09474668960833116,79.06754813943152
2150,0.295324513250931,126.02383568696678,0.18739804832068818,185.65365080778756
2200,0.2730373669106411,397.03110633045435,0.15780630714255356,648.7468619951308
2250,0.3202303601469269,465.14599890168756,0.22889286862492586,678.1172990574659
