round,beta_used,J_used,beta_best,J_best
0,0.0006061716540533689,112521684.36742419,0.0030179245266349847,139909552.42770296
50,0.01197273541707466,729142.6695836112,0.04396028288600441,1109583.2409692423
100,0.010928829688416021,29520.87064465508,0.2042229916077259,37698.75371465127
150,0.007014094555087414,57020.867782952264,0.03985784178944963,58692.33094685685
200,0.02701732861723747,12216.155126985162,0.017069463419905805,17682.25737410303
250,0.03517149655538742,6534.55018296279,0.021208596858495066,10735.544416267281
300,0.0270735768897251,14475.731837233528,0.020531216224070076,14043.433072209264
350,0.10993077495197832,11613.017119107768,0.06886098297260167,18933.823204008266
400,0.13143760551603564,4485.448833150789,0.08689730359040553,16065.355161601017
450,0.024054986720786518,5977.406314406544,0.16201272446899195,6337.498318017182
500,0.06872597580972478,2042.7138694822788,0.030389429864400783,3104.864417247554
550,0.11527379241642469,3201.1100111044943,0.0303328771487834,3948.7884110352043
600,0.17389023763943146,1638.1791492775083,0.05479011836241925,4220.295950458393
650,0.23300565880782992,15405.97487667948,0.20524885343894533,15601.451808543086
700,0.19682664035045006,616.4895012322813,0.08781019877987842,4489.461449652092
750,0.10075898530943647,787.8886528741568,0.04176358508540562,1473.04967068912
800,0.23474773596300308,2807.8013826087117,0.09235112550264835,5633.853777028505
850,0.1699335734650891,558.7749147452414,0.04848144004767139,1468.078112984923
900,0.1699381028963057,416.6920316312462,0.06655761920843602,1666.774137570894
950,0.3146041084935394,2263.1314052250236,0.152370255887845,6207.022746726716
1000,0.3252913289919514,1432.766060816124,0.1464956333713885,4953.412704334267
1050,0.25931452787365655,354.09018585830927,0.12018894740900199,1934.9435203552541
1100,0.34834099931273327,1800.2164430636913,0.20209188966604869,4767.0258643433335
1150,0.25408253644070017,218.53149537555873,0.05819798139130134,954.1850161294719
1200,0.2936901467169082,202.06022279895842,0.1476928839139795,1173.8988112849772
1250,0.4178246384614479,1328.640035169199,0.2186590352609422,3088.1855342948647
1300,0.3985088284370616,1006.7372664343566,0.23372529273605447,3518.9312940333275
1350,0.36179656992342024,179.70771876722574,0.16736826407133407,836.7981597286429
1400,0.33013040289541623,409.0968026854098,0.1629090327892551,1445.129167999108
1450,0.46202259682286173,957.4699931908399,0.30388373558411313,2714.755756977761
1500,0.16887546906284376,185.56814685091376,0.05719465594264905,542.1130384884564
1550,0.47934850023343806,196.25677645765245,0.15515154781108276,1317.7145046435944
1600,0.47604901193648214,582.7087112320587,0.16455230151290756,1530.1134306789702
1650,0.1982942809775272,166.84919096902013,0.108269032368896,226.2742866766828
1700,0.3385596004113691,194.25803008954972,0.12078729223032722,802.2485242491634
1750,0.23782056996694742,254.6065142704174,0.0666649794812946,312.50181923877255
1800,0.5354333179927552,218.11268505454063,0.1674691602065961,1063.7233877273254
1850,0.5203086701407504,470.05590705387294,0.2093759552040922,1439.6056123532737
1900,0.166666245766954,139.6464393660426,0.069353589469846,178.34982000372923
1950,0.3477322737129337,51.141018914058805,0.08142317974918217,192.63804937230458
