round,beta_used,J_used,beta_best,J_best
0,0.00021048033135821832,141203341.22746867,0.0002917993772212494,146221812.99081743
50,0.04194207214042909,3794.1614881603746,0.03218665620876457,4393.535066445607
100,0.09095495686450358,1753.9616094881203,0.03887903709712547,2103.396511673373
150,0.18729418832065658,401.8999830596149,0.14543202296613114,516.561265126414
200,0.12673477944781059,124.37654917000327,0.07943911746140475,137.8333349562318
250,0.20130489768003623,195.92219955602195,0.12483917812816887,273.17753528674757
300,0.19166177392856393,57.76614766498096,0.13269975516048665,63.78194916339585
350,0.165968195567391,21.397830662317574,0.21886292590932746,21.491642313554927
400,0.41946484175186466,10.738721161731519,0.299543613273446,10.538074358728142
450,0.48694741475588565,9.457458945224062,0.28059485848915705,15.840204279545606
