round,beta_used,J_used,beta_best,J_best
0,0.0002003102476423126,146913853.02158046,0.00029179937722124906,144522297.4320113
50,0.026388116233274354,23841.723656686256,0.008190632111329353,55971.71809961233
100,0.08774467269297756,3494.2208696241723,0.028188771317453287,11640.862904254707
150,0.03118379129530565,559.0770074665779,0.23803934523340053,638.9667353713496
200,0.04305955765753842,231.2469854571391,0.28208503588410255,244.46599013985212
250,0.3076002473052851,8.438859815825708,0.1415004550370654,17.11319702321849
300,0.5454147143794993,50.315820193325635,0.33937836758559115,85.86594491570237
350,0.13359313637759854,70.39524108509067,0.11590399418224841,70.00964174525595
400,0.5920582035723436,14.397904016252141,0.19077022732869311,22.31615078548185
450,0.6827100992234825,2.3836004792829044,0.2617350650498693,8.034368172830279
